,id,Longitude,Latitude,Centroid,geometry,numbuildings
186,4538,103.54999999999986,22.74999999999994,103.55E_22.75N,"POLYGON ((103.49999999999986 22.79999999999994, 103.59999999999985 22.79999999999994, 103.59999999999985 22.69999999999994, 103.49999999999986 22.69999999999994, 103.49999999999986 22.79999999999994))",0
187,4539,103.54999999999986,22.649999999999938,103.55E_22.65N,"POLYGON ((103.49999999999986 22.69999999999994, 103.59999999999985 22.69999999999994, 103.59999999999985 22.599999999999937, 103.49999999999986 22.599999999999937, 103.49999999999986 22.69999999999994))",0
188,4540,103.54999999999986,22.54999999999994,103.55E_22.55N,"POLYGON ((103.49999999999986 22.59999999999994, 103.59999999999985 22.59999999999994, 103.59999999999985 22.49999999999994, 103.49999999999986 22.49999999999994, 103.49999999999986 22.59999999999994))",0
189,4541,103.54999999999986,22.449999999999942,103.55E_22.45N,"POLYGON ((103.49999999999986 22.499999999999943, 103.59999999999985 22.499999999999943, 103.59999999999985 22.39999999999994, 103.49999999999986 22.39999999999994, 103.49999999999986 22.499999999999943))",0
190,4542,103.54999999999986,22.349999999999945,103.55E_22.35N,"POLYGON ((103.49999999999986 22.39999999999994, 103.59999999999985 22.39999999999994, 103.59999999999985 22.29999999999994, 103.49999999999986 22.29999999999994, 103.49999999999986 22.39999999999994))",32
191,4543,103.54999999999986,22.24999999999994,103.55E_22.25N,"POLYGON ((103.49999999999986 22.29999999999994, 103.59999999999985 22.29999999999994, 103.59999999999985 22.19999999999994, 103.49999999999986 22.19999999999994, 103.49999999999986 22.29999999999994))",48
192,4544,103.54999999999986,22.14999999999994,103.55E_22.15N,"POLYGON ((103.49999999999986 22.199999999999942, 103.59999999999985 22.199999999999942, 103.59999999999985 22.09999999999994, 103.49999999999986 22.09999999999994, 103.49999999999986 22.199999999999942))",0
193,4545,103.54999999999986,22.04999999999994,103.55E_22.05N,"POLYGON ((103.49999999999986 22.099999999999945, 103.59999999999985 22.099999999999945, 103.59999999999985 21.999999999999943, 103.49999999999986 21.999999999999943, 103.49999999999986 22.099999999999945))",0
194,4546,103.54999999999986,21.949999999999942,103.55E_21.95N,"POLYGON ((103.49999999999986 21.999999999999943, 103.59999999999985 21.999999999999943, 103.59999999999985 21.89999999999994, 103.49999999999986 21.89999999999994, 103.49999999999986 21.999999999999943))",0
195,4547,103.54999999999986,21.849999999999945,103.55E_21.85N,"POLYGON ((103.49999999999986 21.89999999999994, 103.59999999999985 21.89999999999994, 103.59999999999985 21.79999999999994, 103.49999999999986 21.79999999999994, 103.49999999999986 21.89999999999994))",0
196,4548,103.54999999999986,21.749999999999943,103.55E_21.75N,"POLYGON ((103.49999999999986 21.799999999999944, 103.59999999999985 21.799999999999944, 103.59999999999985 21.699999999999942, 103.49999999999986 21.699999999999942, 103.49999999999986 21.799999999999944))",0
197,4549,103.54999999999986,21.649999999999945,103.55E_21.65N,"POLYGON ((103.49999999999986 21.699999999999946, 103.59999999999985 21.699999999999946, 103.59999999999985 21.599999999999945, 103.49999999999986 21.599999999999945, 103.49999999999986 21.699999999999946))",0
198,4550,103.54999999999986,21.549999999999944,103.55E_21.55N,"POLYGON ((103.49999999999986 21.599999999999945, 103.59999999999985 21.599999999999945, 103.59999999999985 21.499999999999943, 103.49999999999986 21.499999999999943, 103.49999999999986 21.599999999999945))",0
199,4551,103.54999999999986,21.449999999999942,103.55E_21.45N,"POLYGON ((103.49999999999986 21.499999999999943, 103.59999999999985 21.499999999999943, 103.59999999999985 21.39999999999994, 103.49999999999986 21.39999999999994, 103.49999999999986 21.499999999999943))",0
200,4552,103.54999999999986,21.349999999999945,103.55E_21.35N,"POLYGON ((103.49999999999986 21.399999999999945, 103.59999999999985 21.399999999999945, 103.59999999999985 21.299999999999944, 103.49999999999986 21.299999999999944, 103.49999999999986 21.399999999999945))",0
201,4553,103.54999999999986,21.249999999999947,103.55E_21.25N,"POLYGON ((103.49999999999986 21.299999999999947, 103.59999999999985 21.299999999999947, 103.59999999999985 21.199999999999946, 103.49999999999986 21.199999999999946, 103.49999999999986 21.299999999999947))",0
202,4554,103.54999999999986,21.149999999999945,103.55E_21.15N,"POLYGON ((103.49999999999986 21.199999999999946, 103.59999999999985 21.199999999999946, 103.59999999999985 21.099999999999945, 103.49999999999986 21.099999999999945, 103.49999999999986 21.199999999999946))",0
203,4555,103.54999999999986,21.049999999999944,103.55E_21.05N,"POLYGON ((103.49999999999986 21.099999999999945, 103.59999999999985 21.099999999999945, 103.59999999999985 20.999999999999943, 103.49999999999986 20.999999999999943, 103.49999999999986 21.099999999999945))",0
204,4556,103.54999999999986,20.949999999999942,103.55E_20.95N,"POLYGON ((103.49999999999986 20.999999999999947, 103.59999999999985 20.999999999999947, 103.59999999999985 20.899999999999945, 103.49999999999986 20.899999999999945, 103.49999999999986 20.999999999999947))",1
205,4557,103.54999999999986,20.849999999999948,103.55E_20.85N,"POLYGON ((103.49999999999986 20.89999999999995, 103.59999999999985 20.89999999999995, 103.59999999999985 20.799999999999947, 103.49999999999986 20.799999999999947, 103.49999999999986 20.89999999999995))",0
206,4558,103.54999999999986,20.749999999999947,103.55E_20.75N,"POLYGON ((103.49999999999986 20.799999999999947, 103.59999999999985 20.799999999999947, 103.59999999999985 20.699999999999946, 103.49999999999986 20.699999999999946, 103.49999999999986 20.799999999999947))",0
207,4719,103.64999999999985,22.74999999999994,103.65E_22.75N,"POLYGON ((103.59999999999985 22.79999999999994, 103.69999999999985 22.79999999999994, 103.69999999999985 22.69999999999994, 103.59999999999985 22.69999999999994, 103.59999999999985 22.79999999999994))",0
208,4720,103.64999999999985,22.649999999999938,103.65E_22.65N,"POLYGON ((103.59999999999985 22.69999999999994, 103.69999999999985 22.69999999999994, 103.69999999999985 22.599999999999937, 103.59999999999985 22.599999999999937, 103.59999999999985 22.69999999999994))",1
209,4721,103.64999999999985,22.54999999999994,103.65E_22.55N,"POLYGON ((103.59999999999985 22.59999999999994, 103.69999999999985 22.59999999999994, 103.69999999999985 22.49999999999994, 103.59999999999985 22.49999999999994, 103.59999999999985 22.59999999999994))",1
210,4722,103.64999999999985,22.449999999999942,103.65E_22.45N,"POLYGON ((103.59999999999985 22.499999999999943, 103.69999999999985 22.499999999999943, 103.69999999999985 22.39999999999994, 103.59999999999985 22.39999999999994, 103.59999999999985 22.499999999999943))",0
211,4723,103.64999999999985,22.349999999999945,103.65E_22.35N,"POLYGON ((103.59999999999985 22.39999999999994, 103.69999999999985 22.39999999999994, 103.69999999999985 22.29999999999994, 103.59999999999985 22.29999999999994, 103.59999999999985 22.39999999999994))",50
212,4724,103.64999999999985,22.24999999999994,103.65E_22.25N,"POLYGON ((103.59999999999985 22.29999999999994, 103.69999999999985 22.29999999999994, 103.69999999999985 22.19999999999994, 103.59999999999985 22.19999999999994, 103.59999999999985 22.29999999999994))",0
213,4725,103.64999999999985,22.14999999999994,103.65E_22.15N,"POLYGON ((103.59999999999985 22.199999999999942, 103.69999999999985 22.199999999999942, 103.69999999999985 22.09999999999994, 103.59999999999985 22.09999999999994, 103.59999999999985 22.199999999999942))",0
214,4726,103.64999999999985,22.04999999999994,103.65E_22.05N,"POLYGON ((103.59999999999985 22.099999999999945, 103.69999999999985 22.099999999999945, 103.69999999999985 21.999999999999943, 103.59999999999985 21.999999999999943, 103.59999999999985 22.099999999999945))",75
215,4727,103.64999999999985,21.949999999999942,103.65E_21.95N,"POLYGON ((103.59999999999985 21.999999999999943, 103.69999999999985 21.999999999999943, 103.69999999999985 21.89999999999994, 103.59999999999985 21.89999999999994, 103.59999999999985 21.999999999999943))",0
216,4728,103.64999999999985,21.849999999999945,103.65E_21.85N,"POLYGON ((103.59999999999985 21.89999999999994, 103.69999999999985 21.89999999999994, 103.69999999999985 21.79999999999994, 103.59999999999985 21.79999999999994, 103.59999999999985 21.89999999999994))",0
217,4729,103.64999999999985,21.749999999999943,103.65E_21.75N,"POLYGON ((103.59999999999985 21.799999999999944, 103.69999999999985 21.799999999999944, 103.69999999999985 21.699999999999942, 103.59999999999985 21.699999999999942, 103.59999999999985 21.799999999999944))",0
218,4730,103.64999999999985,21.649999999999945,103.65E_21.65N,"POLYGON ((103.59999999999985 21.699999999999946, 103.69999999999985 21.699999999999946, 103.69999999999985 21.599999999999945, 103.59999999999985 21.599999999999945, 103.59999999999985 21.699999999999946))",1
219,4731,103.64999999999985,21.549999999999944,103.65E_21.55N,"POLYGON ((103.59999999999985 21.599999999999945, 103.69999999999985 21.599999999999945, 103.69999999999985 21.499999999999943, 103.59999999999985 21.499999999999943, 103.59999999999985 21.599999999999945))",0
220,4732,103.64999999999985,21.449999999999942,103.65E_21.45N,"POLYGON ((103.59999999999985 21.499999999999943, 103.69999999999985 21.499999999999943, 103.69999999999985 21.39999999999994, 103.59999999999985 21.39999999999994, 103.59999999999985 21.499999999999943))",0
221,4733,103.64999999999985,21.349999999999945,103.65E_21.35N,"POLYGON ((103.59999999999985 21.399999999999945, 103.69999999999985 21.399999999999945, 103.69999999999985 21.299999999999944, 103.59999999999985 21.299999999999944, 103.59999999999985 21.399999999999945))",0
222,4734,103.64999999999985,21.249999999999947,103.65E_21.25N,"POLYGON ((103.59999999999985 21.299999999999947, 103.69999999999985 21.299999999999947, 103.69999999999985 21.199999999999946, 103.59999999999985 21.199999999999946, 103.59999999999985 21.299999999999947))",0
223,4735,103.64999999999985,21.149999999999945,103.65E_21.15N,"POLYGON ((103.59999999999985 21.199999999999946, 103.69999999999985 21.199999999999946, 103.69999999999985 21.099999999999945, 103.59999999999985 21.099999999999945, 103.59999999999985 21.199999999999946))",0
224,4736,103.64999999999985,21.049999999999944,103.65E_21.05N,"POLYGON ((103.59999999999985 21.099999999999945, 103.69999999999985 21.099999999999945, 103.69999999999985 20.999999999999943, 103.59999999999985 20.999999999999943, 103.59999999999985 21.099999999999945))",1
225,4737,103.64999999999985,20.949999999999942,103.65E_20.95N,"POLYGON ((103.59999999999985 20.999999999999947, 103.69999999999985 20.999999999999947, 103.69999999999985 20.899999999999945, 103.59999999999985 20.899999999999945, 103.59999999999985 20.999999999999947))",13
226,4738,103.64999999999985,20.849999999999948,103.65E_20.85N,"POLYGON ((103.59999999999985 20.89999999999995, 103.69999999999985 20.89999999999995, 103.69999999999985 20.799999999999947, 103.59999999999985 20.799999999999947, 103.59999999999985 20.89999999999995))",0
227,4739,103.64999999999985,20.749999999999947,103.65E_20.75N,"POLYGON ((103.59999999999985 20.799999999999947, 103.69999999999985 20.799999999999947, 103.69999999999985 20.699999999999946, 103.59999999999985 20.699999999999946, 103.59999999999985 20.799999999999947))",0
228,4740,103.64999999999985,20.64999999999995,103.65E_20.65N,"POLYGON ((103.59999999999985 20.699999999999946, 103.69999999999985 20.699999999999946, 103.69999999999985 20.599999999999945, 103.59999999999985 20.599999999999945, 103.59999999999985 20.699999999999946))",0
229,4900,103.74999999999984,22.74999999999994,103.75E_22.75N,"POLYGON ((103.69999999999985 22.79999999999994, 103.79999999999984 22.79999999999994, 103.79999999999984 22.69999999999994, 103.69999999999985 22.69999999999994, 103.69999999999985 22.79999999999994))",0
230,4901,103.74999999999984,22.649999999999938,103.75E_22.65N,"POLYGON ((103.69999999999985 22.69999999999994, 103.79999999999984 22.69999999999994, 103.79999999999984 22.599999999999937, 103.69999999999985 22.599999999999937, 103.69999999999985 22.69999999999994))",0
231,4902,103.74999999999984,22.54999999999994,103.75E_22.55N,"POLYGON ((103.69999999999985 22.59999999999994, 103.79999999999984 22.59999999999994, 103.79999999999984 22.49999999999994, 103.69999999999985 22.49999999999994, 103.69999999999985 22.59999999999994))",0
232,4903,103.74999999999984,22.449999999999942,103.75E_22.45N,"POLYGON ((103.69999999999985 22.499999999999943, 103.79999999999984 22.499999999999943, 103.79999999999984 22.39999999999994, 103.69999999999985 22.39999999999994, 103.69999999999985 22.499999999999943))",0
233,4904,103.74999999999984,22.349999999999945,103.75E_22.35N,"POLYGON ((103.69999999999985 22.39999999999994, 103.79999999999984 22.39999999999994, 103.79999999999984 22.29999999999994, 103.69999999999985 22.29999999999994, 103.69999999999985 22.39999999999994))",19
234,4905,103.74999999999984,22.24999999999994,103.75E_22.25N,"POLYGON ((103.69999999999985 22.29999999999994, 103.79999999999984 22.29999999999994, 103.79999999999984 22.19999999999994, 103.69999999999985 22.19999999999994, 103.69999999999985 22.29999999999994))",0
235,4906,103.74999999999984,22.14999999999994,103.75E_22.15N,"POLYGON ((103.69999999999985 22.199999999999942, 103.79999999999984 22.199999999999942, 103.79999999999984 22.09999999999994, 103.69999999999985 22.09999999999994, 103.69999999999985 22.199999999999942))",0
236,4907,103.74999999999984,22.04999999999994,103.75E_22.05N,"POLYGON ((103.69999999999985 22.099999999999945, 103.79999999999984 22.099999999999945, 103.79999999999984 21.999999999999943, 103.69999999999985 21.999999999999943, 103.69999999999985 22.099999999999945))",0
237,4908,103.74999999999984,21.949999999999942,103.75E_21.95N,"POLYGON ((103.69999999999985 21.999999999999943, 103.79999999999984 21.999999999999943, 103.79999999999984 21.89999999999994, 103.69999999999985 21.89999999999994, 103.69999999999985 21.999999999999943))",0
238,4909,103.74999999999984,21.849999999999945,103.75E_21.85N,"POLYGON ((103.69999999999985 21.89999999999994, 103.79999999999984 21.89999999999994, 103.79999999999984 21.79999999999994, 103.69999999999985 21.79999999999994, 103.69999999999985 21.89999999999994))",0
239,4910,103.74999999999984,21.749999999999943,103.75E_21.75N,"POLYGON ((103.69999999999985 21.799999999999944, 103.79999999999984 21.799999999999944, 103.79999999999984 21.699999999999942, 103.69999999999985 21.699999999999942, 103.69999999999985 21.799999999999944))",0
240,4911,103.74999999999984,21.649999999999945,103.75E_21.65N,"POLYGON ((103.69999999999985 21.699999999999946, 103.79999999999984 21.699999999999946, 103.79999999999984 21.599999999999945, 103.69999999999985 21.599999999999945, 103.69999999999985 21.699999999999946))",0
241,4912,103.74999999999984,21.549999999999944,103.75E_21.55N,"POLYGON ((103.69999999999985 21.599999999999945, 103.79999999999984 21.599999999999945, 103.79999999999984 21.499999999999943, 103.69999999999985 21.499999999999943, 103.69999999999985 21.599999999999945))",0
242,4913,103.74999999999984,21.449999999999942,103.75E_21.45N,"POLYGON ((103.69999999999985 21.499999999999943, 103.79999999999984 21.499999999999943, 103.79999999999984 21.39999999999994, 103.69999999999985 21.39999999999994, 103.69999999999985 21.499999999999943))",5
243,4914,103.74999999999984,21.349999999999945,103.75E_21.35N,"POLYGON ((103.69999999999985 21.399999999999945, 103.79999999999984 21.399999999999945, 103.79999999999984 21.299999999999944, 103.69999999999985 21.299999999999944, 103.69999999999985 21.399999999999945))",1
244,4915,103.74999999999984,21.249999999999947,103.75E_21.25N,"POLYGON ((103.69999999999985 21.299999999999947, 103.79999999999984 21.299999999999947, 103.79999999999984 21.199999999999946, 103.69999999999985 21.199999999999946, 103.69999999999985 21.299999999999947))",0
245,4916,103.74999999999984,21.149999999999945,103.75E_21.15N,"POLYGON ((103.69999999999985 21.199999999999946, 103.79999999999984 21.199999999999946, 103.79999999999984 21.099999999999945, 103.69999999999985 21.099999999999945, 103.69999999999985 21.199999999999946))",0
246,4917,103.74999999999984,21.049999999999944,103.75E_21.05N,"POLYGON ((103.69999999999985 21.099999999999945, 103.79999999999984 21.099999999999945, 103.79999999999984 20.999999999999943, 103.69999999999985 20.999999999999943, 103.69999999999985 21.099999999999945))",1
247,4918,103.74999999999984,20.949999999999942,103.75E_20.95N,"POLYGON ((103.69999999999985 20.999999999999947, 103.79999999999984 20.999999999999947, 103.79999999999984 20.899999999999945, 103.69999999999985 20.899999999999945, 103.69999999999985 20.999999999999947))",9
248,4919,103.74999999999984,20.849999999999948,103.75E_20.85N,"POLYGON ((103.69999999999985 20.89999999999995, 103.79999999999984 20.89999999999995, 103.79999999999984 20.799999999999947, 103.69999999999985 20.799999999999947, 103.69999999999985 20.89999999999995))",1
249,4920,103.74999999999984,20.749999999999947,103.75E_20.75N,"POLYGON ((103.69999999999985 20.799999999999947, 103.79999999999984 20.799999999999947, 103.79999999999984 20.699999999999946, 103.69999999999985 20.699999999999946, 103.69999999999985 20.799999999999947))",0
250,4921,103.74999999999984,20.64999999999995,103.75E_20.65N,"POLYGON ((103.69999999999985 20.699999999999946, 103.79999999999984 20.699999999999946, 103.79999999999984 20.599999999999945, 103.69999999999985 20.599999999999945, 103.69999999999985 20.699999999999946))",0
251,5082,103.84999999999984,22.649999999999938,103.85E_22.65N,"POLYGON ((103.79999999999984 22.69999999999994, 103.89999999999984 22.69999999999994, 103.89999999999984 22.599999999999937, 103.79999999999984 22.599999999999937, 103.79999999999984 22.69999999999994))",1
252,5083,103.84999999999984,22.54999999999994,103.85E_22.55N,"POLYGON ((103.79999999999984 22.59999999999994, 103.89999999999984 22.59999999999994, 103.89999999999984 22.49999999999994, 103.79999999999984 22.49999999999994, 103.79999999999984 22.59999999999994))",0
253,5084,103.84999999999984,22.449999999999942,103.85E_22.45N,"POLYGON ((103.79999999999984 22.499999999999943, 103.89999999999984 22.499999999999943, 103.89999999999984 22.39999999999994, 103.79999999999984 22.39999999999994, 103.79999999999984 22.499999999999943))",0
254,5085,103.84999999999984,22.349999999999945,103.85E_22.35N,"POLYGON ((103.79999999999984 22.39999999999994, 103.89999999999984 22.39999999999994, 103.89999999999984 22.29999999999994, 103.79999999999984 22.29999999999994, 103.79999999999984 22.39999999999994))",95
255,5086,103.84999999999984,22.24999999999994,103.85E_22.25N,"POLYGON ((103.79999999999984 22.29999999999994, 103.89999999999984 22.29999999999994, 103.89999999999984 22.19999999999994, 103.79999999999984 22.19999999999994, 103.79999999999984 22.29999999999994))",0
256,5087,103.84999999999984,22.14999999999994,103.85E_22.15N,"POLYGON ((103.79999999999984 22.199999999999942, 103.89999999999984 22.199999999999942, 103.89999999999984 22.09999999999994, 103.79999999999984 22.09999999999994, 103.79999999999984 22.199999999999942))",0
257,5088,103.84999999999984,22.04999999999994,103.85E_22.05N,"POLYGON ((103.79999999999984 22.099999999999945, 103.89999999999984 22.099999999999945, 103.89999999999984 21.999999999999943, 103.79999999999984 21.999999999999943, 103.79999999999984 22.099999999999945))",0
258,5089,103.84999999999984,21.949999999999942,103.85E_21.95N,"POLYGON ((103.79999999999984 21.999999999999943, 103.89999999999984 21.999999999999943, 103.89999999999984 21.89999999999994, 103.79999999999984 21.89999999999994, 103.79999999999984 21.999999999999943))",27
259,5090,103.84999999999984,21.849999999999945,103.85E_21.85N,"POLYGON ((103.79999999999984 21.89999999999994, 103.89999999999984 21.89999999999994, 103.89999999999984 21.79999999999994, 103.79999999999984 21.79999999999994, 103.79999999999984 21.89999999999994))",1
260,5091,103.84999999999984,21.749999999999943,103.85E_21.75N,"POLYGON ((103.79999999999984 21.799999999999944, 103.89999999999984 21.799999999999944, 103.89999999999984 21.699999999999942, 103.79999999999984 21.699999999999942, 103.79999999999984 21.799999999999944))",0
261,5092,103.84999999999984,21.649999999999945,103.85E_21.65N,"POLYGON ((103.79999999999984 21.699999999999946, 103.89999999999984 21.699999999999946, 103.89999999999984 21.599999999999945, 103.79999999999984 21.599999999999945, 103.79999999999984 21.699999999999946))",0
262,5093,103.84999999999984,21.549999999999944,103.85E_21.55N,"POLYGON ((103.79999999999984 21.599999999999945, 103.89999999999984 21.599999999999945, 103.89999999999984 21.499999999999943, 103.79999999999984 21.499999999999943, 103.79999999999984 21.599999999999945))",38
263,5094,103.84999999999984,21.449999999999942,103.85E_21.45N,"POLYGON ((103.79999999999984 21.499999999999943, 103.89999999999984 21.499999999999943, 103.89999999999984 21.39999999999994, 103.79999999999984 21.39999999999994, 103.79999999999984 21.499999999999943))",0
264,5095,103.84999999999984,21.349999999999945,103.85E_21.35N,"POLYGON ((103.79999999999984 21.399999999999945, 103.89999999999984 21.399999999999945, 103.89999999999984 21.299999999999944, 103.79999999999984 21.299999999999944, 103.79999999999984 21.399999999999945))",0
265,5096,103.84999999999984,21.249999999999947,103.85E_21.25N,"POLYGON ((103.79999999999984 21.299999999999947, 103.89999999999984 21.299999999999947, 103.89999999999984 21.199999999999946, 103.79999999999984 21.199999999999946, 103.79999999999984 21.299999999999947))",0
266,5097,103.84999999999984,21.149999999999945,103.85E_21.15N,"POLYGON ((103.79999999999984 21.199999999999946, 103.89999999999984 21.199999999999946, 103.89999999999984 21.099999999999945, 103.79999999999984 21.099999999999945, 103.79999999999984 21.199999999999946))",0
267,5098,103.84999999999984,21.049999999999944,103.85E_21.05N,"POLYGON ((103.79999999999984 21.099999999999945, 103.89999999999984 21.099999999999945, 103.89999999999984 20.999999999999943, 103.79999999999984 20.999999999999943, 103.79999999999984 21.099999999999945))",0
268,5099,103.84999999999984,20.949999999999942,103.85E_20.95N,"POLYGON ((103.79999999999984 20.999999999999947, 103.89999999999984 20.999999999999947, 103.89999999999984 20.899999999999945, 103.79999999999984 20.899999999999945, 103.79999999999984 20.999999999999947))",0
269,5100,103.84999999999984,20.849999999999948,103.85E_20.85N,"POLYGON ((103.79999999999984 20.89999999999995, 103.89999999999984 20.89999999999995, 103.89999999999984 20.799999999999947, 103.79999999999984 20.799999999999947, 103.79999999999984 20.89999999999995))",0
270,5115,103.84999999999984,19.34999999999995,103.85E_19.35N,"POLYGON ((103.79999999999984 19.399999999999952, 103.89999999999984 19.399999999999952, 103.89999999999984 19.29999999999995, 103.79999999999984 19.29999999999995, 103.79999999999984 19.399999999999952))",0
271,5205,103.84999999999985,10.349999999999984,103.85E_10.35N,"POLYGON ((103.79999999999984 10.399999999999984, 103.89999999999984 10.399999999999984, 103.89999999999984 10.299999999999985, 103.79999999999984 10.299999999999985, 103.79999999999984 10.399999999999984))",236
272,5206,103.84999999999985,10.249999999999986,103.85E_10.25N,"POLYGON ((103.79999999999984 10.299999999999985, 103.89999999999984 10.299999999999985, 103.89999999999984 10.199999999999985, 103.79999999999984 10.199999999999985, 103.79999999999984 10.299999999999985))",0
273,5264,103.94999999999985,22.54999999999994,103.95E_22.55N,"POLYGON ((103.89999999999984 22.59999999999994, 103.99999999999983 22.59999999999994, 103.99999999999983 22.49999999999994, 103.89999999999984 22.49999999999994, 103.89999999999984 22.59999999999994))",68
274,5265,103.94999999999985,22.449999999999942,103.95E_22.45N,"POLYGON ((103.89999999999984 22.499999999999943, 103.99999999999983 22.499999999999943, 103.99999999999983 22.39999999999994, 103.89999999999984 22.39999999999994, 103.89999999999984 22.499999999999943))",323
275,5266,103.94999999999985,22.349999999999945,103.95E_22.35N,"POLYGON ((103.89999999999984 22.39999999999994, 103.99999999999983 22.39999999999994, 103.99999999999983 22.29999999999994, 103.89999999999984 22.29999999999994, 103.89999999999984 22.39999999999994))",0
276,5267,103.94999999999985,22.24999999999994,103.95E_22.25N,"POLYGON ((103.89999999999984 22.29999999999994, 103.99999999999983 22.29999999999994, 103.99999999999983 22.19999999999994, 103.89999999999984 22.19999999999994, 103.89999999999984 22.29999999999994))",0
277,5268,103.94999999999985,22.14999999999994,103.95E_22.15N,"POLYGON ((103.89999999999984 22.199999999999942, 103.99999999999983 22.199999999999942, 103.99999999999983 22.09999999999994, 103.89999999999984 22.09999999999994, 103.89999999999984 22.199999999999942))",0
278,5269,103.94999999999985,22.04999999999994,103.95E_22.05N,"POLYGON ((103.89999999999984 22.099999999999945, 103.99999999999983 22.099999999999945, 103.99999999999983 21.999999999999943, 103.89999999999984 21.999999999999943, 103.89999999999984 22.099999999999945))",24
279,5270,103.94999999999985,21.949999999999942,103.95E_21.95N,"POLYGON ((103.89999999999984 21.999999999999943, 103.99999999999983 21.999999999999943, 103.99999999999983 21.89999999999994, 103.89999999999984 21.89999999999994, 103.89999999999984 21.999999999999943))",0
280,5271,103.94999999999985,21.849999999999945,103.95E_21.85N,"POLYGON ((103.89999999999984 21.89999999999994, 103.99999999999983 21.89999999999994, 103.99999999999983 21.79999999999994, 103.89999999999984 21.79999999999994, 103.89999999999984 21.89999999999994))",0
281,5272,103.94999999999985,21.749999999999943,103.95E_21.75N,"POLYGON ((103.89999999999984 21.799999999999944, 103.99999999999983 21.799999999999944, 103.99999999999983 21.699999999999942, 103.89999999999984 21.699999999999942, 103.89999999999984 21.799999999999944))",0
282,5273,103.94999999999985,21.649999999999945,103.95E_21.65N,"POLYGON ((103.89999999999984 21.699999999999946, 103.99999999999983 21.699999999999946, 103.99999999999983 21.599999999999945, 103.89999999999984 21.599999999999945, 103.89999999999984 21.699999999999946))",0
283,5274,103.94999999999985,21.549999999999944,103.95E_21.55N,"POLYGON ((103.89999999999984 21.599999999999945, 103.99999999999983 21.599999999999945, 103.99999999999983 21.499999999999943, 103.89999999999984 21.499999999999943, 103.89999999999984 21.599999999999945))",0
284,5275,103.94999999999985,21.449999999999942,103.95E_21.45N,"POLYGON ((103.89999999999984 21.499999999999943, 103.99999999999983 21.499999999999943, 103.99999999999983 21.39999999999994, 103.89999999999984 21.39999999999994, 103.89999999999984 21.499999999999943))",1
285,5276,103.94999999999985,21.349999999999945,103.95E_21.35N,"POLYGON ((103.89999999999984 21.399999999999945, 103.99999999999983 21.399999999999945, 103.99999999999983 21.299999999999944, 103.89999999999984 21.299999999999944, 103.89999999999984 21.399999999999945))",44
286,5277,103.94999999999985,21.249999999999947,103.95E_21.25N,"POLYGON ((103.89999999999984 21.299999999999947, 103.99999999999983 21.299999999999947, 103.99999999999983 21.199999999999946, 103.89999999999984 21.199999999999946, 103.89999999999984 21.299999999999947))",36
287,5278,103.94999999999985,21.149999999999945,103.95E_21.15N,"POLYGON ((103.89999999999984 21.199999999999946, 103.99999999999983 21.199999999999946, 103.99999999999983 21.099999999999945, 103.89999999999984 21.099999999999945, 103.89999999999984 21.199999999999946))",0
288,5279,103.94999999999985,21.049999999999944,103.95E_21.05N,"POLYGON ((103.89999999999984 21.099999999999945, 103.99999999999983 21.099999999999945, 103.99999999999983 20.999999999999943, 103.89999999999984 20.999999999999943, 103.89999999999984 21.099999999999945))",0
289,5280,103.94999999999985,20.949999999999942,103.95E_20.95N,"POLYGON ((103.89999999999984 20.999999999999947, 103.99999999999983 20.999999999999947, 103.99999999999983 20.899999999999945, 103.89999999999984 20.899999999999945, 103.89999999999984 20.999999999999947))",5
290,5281,103.94999999999985,20.849999999999948,103.95E_20.85N,"POLYGON ((103.89999999999984 20.89999999999995, 103.99999999999983 20.89999999999995, 103.99999999999983 20.799999999999947, 103.89999999999984 20.799999999999947, 103.89999999999984 20.89999999999995))",4
291,5295,103.94999999999985,19.44999999999995,103.95E_19.45N,"POLYGON ((103.89999999999984 19.49999999999995, 103.99999999999983 19.49999999999995, 103.99999999999983 19.39999999999995, 103.89999999999984 19.39999999999995, 103.89999999999984 19.49999999999995))",0
292,5296,103.94999999999985,19.34999999999995,103.95E_19.35N,"POLYGON ((103.89999999999984 19.399999999999952, 103.99999999999983 19.399999999999952, 103.99999999999983 19.29999999999995, 103.89999999999984 19.29999999999995, 103.89999999999984 19.399999999999952))",0
293,5297,103.94999999999985,19.249999999999954,103.95E_19.25N,"POLYGON ((103.89999999999984 19.299999999999955, 103.99999999999983 19.299999999999955, 103.99999999999983 19.199999999999953, 103.89999999999984 19.199999999999953, 103.89999999999984 19.299999999999955))",1
294,5385,103.94999999999985,10.449999999999985,103.95E_10.45N,"POLYGON ((103.89999999999984 10.499999999999984, 103.99999999999983 10.499999999999984, 103.99999999999983 10.399999999999984, 103.89999999999984 10.399999999999984, 103.89999999999984 10.499999999999984))",0
295,5386,103.94999999999985,10.349999999999984,103.95E_10.35N,"POLYGON ((103.89999999999984 10.399999999999984, 103.99999999999983 10.399999999999984, 103.99999999999983 10.299999999999985, 103.89999999999984 10.299999999999985, 103.89999999999984 10.399999999999984))",3
