typhoon_name,grid_point_id,typhoon_year_x,wind_speed,track_distance,total_buildings_x,total_buildings_damaged,perc_dmg_grid,typhoon_year_y,rainfall_max_6h,rainfall_max_24h,Centroid,IWI,total_buildings,id,with_coast,coast_length,mean_altitude,mean_slope
ANA,1374,2021,27.032428274918843,39.27511601890694,10.0,63.0,0.0027688778133776,2021,3.2583333333333333,1.3895833333333334,177.85E_-18.05N,78.4,10,1374,0,0.0,53.178378378378376,54.02994835419079
TOMAS,1375,2010,16.404761575188264,184.66760687309943,0.0,0.0,0.0,2010,0.0166666666666666,0.0041666666666666,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
EVAN,1375,2012,34.68267587586032,85.3490956022227,0.0,0.0,0.0,2012,0.8833333333333333,0.2541666666666666,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
WINSTON,1375,2016,40.75431149188552,76.38917700149858,142.0,38.0,0.0237156582237868,2016,0.0,0.0,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
GITA,1375,2018,0.0,312.81376700144904,0.0,0.0,0.0,2018,0.0,0.0,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
SARAI,1375,2019,28.148902474004377,139.99189590721002,142.0,3.4,0.0021219273147598,2019,5.116666666666666,3.664583333333333,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
TINO,1375,2020,0.0,368.2240415780293,142.0,0.0,0.0,2020,0.7666666666666667,0.3916666666666666,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
HAROLD,1375,2020,31.126443006908406,70.89614380346937,142.0,71.0,0.0443108351023386,2020,2.308333333333333,1.8708333333333331,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
YASA,1375,2020,10.886975143155205,211.1677851300409,0.0,0.0,0.0,2020,1.5583333333333331,0.5916666666666667,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
ANA,1375,2021,26.42144218170272,42.30409625041115,142.0,63.0,0.0393180649499624,2021,2.9250000000000003,1.2770833333333331,177.85E_-18.15N,78.4,142,1375,0,0.0,4.079475308641976,4.642045650151634
TOMAS,1376,2010,16.330638378050157,184.35042285134224,0.0,0.0,0.0,2010,0.0,0.0,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
EVAN,1376,2012,35.17185642550066,86.27493504620803,0.0,0.0,0.0,2012,0.8583333333333334,0.2916666666666667,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
WINSTON,1376,2016,36.251004069756696,87.48793473471765,978.0,38.0,0.1633374207243911,2016,0.0,0.0,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
GITA,1376,2018,0.0,301.823986231233,0.0,0.0,0.0,2018,0.0,0.0,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
SARAI,1376,2019,29.325549467533214,129.553198276894,978.0,3.4,0.014614400801656,2019,5.866666666666667,4.38125,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
TINO,1376,2020,0.0,378.7306795439943,978.0,0.0,0.0,2020,1.2416666666666665,0.6666666666666666,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
HAROLD,1376,2020,34.71494928887857,61.094634294613925,978.0,71.0,0.305183075563994,2020,2.433333333333333,2.064583333333333,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
YASA,1376,2020,10.237511697816268,221.10304326365883,0.0,0.0,0.0,2020,1.2,0.4979166666666666,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
ANA,1376,2021,25.73254706719722,46.60315847095297,978.0,63.0,0.2707962501483327,2021,2.083333333333333,1.125,177.85E_-18.25N,78.4,978,1376,1,26145.77440414907,0.0,0.0
TOMAS,1469,2010,18.3957687494557,173.0075158703643,0.0,0.0,0.0,2010,0.4916666666666667,0.1291666666666666,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
EVAN,1469,2012,45.80196478626105,55.55839057455768,770.0,437.6666666666667,0.01024130599194,2012,1.0166666666666666,0.3270833333333333,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
WINSTON,1469,2016,40.717846412648726,0.5612982796114121,770.0,7735.0,0.1809973385704248,2016,0.0833333333333333,0.0208333333333333,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
GITA,1469,2018,0.0,388.112257355548,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
SARAI,1469,2019,21.109407054004738,216.8287726336501,770.0,11.333333333333334,0.0002651975656709,2019,4.783333333333333,2.5145833333333334,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
TINO,1469,2020,7.178406490148455,291.0661136951733,770.0,0.0,0.0,2020,0.45,0.2020833333333333,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
HAROLD,1469,2020,17.705295531386774,144.73762915165744,770.0,195.0,0.0045629581152207,2020,2.8000000000000003,1.3,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
YASA,1469,2020,17.238655375305076,136.6487809119859,770.0,47.0,0.0010997899046942,2020,2.0416666666666665,0.6895833333333333,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
ANA,1469,2021,28.597028566141866,17.376714016955557,770.0,248.0,0.0058031467311526,2021,6.508333333333333,4.04375,177.95E_-17.45N,86.0,770,1469,1,22645.678721039218,430.44058641975306,81.44434214282109
TOMAS,1470,2010,17.900690529195078,172.29457484454252,0.0,0.0,0.0,2010,0.1666666666666666,0.0458333333333333,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
EVAN,1470,2012,43.04614748559412,63.10449732240164,240.0,437.6666666666667,0.0031920953741111,2012,1.3,0.3458333333333334,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
WINSTON,1470,2016,61.0678193420293,10.518876527676293,240.0,7735.0,0.0564147548790934,2016,0.0083333333333333,0.0020833333333333,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
GITA,1470,2018,0.0,377.1224765853315,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
SARAI,1470,2019,21.93886774135065,206.4274606845308,240.0,11.333333333333334,8.265898150782926e-05,2019,4.783333333333332,2.9145833333333333,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
TINO,1470,2020,0.0,301.5727516611386,240.0,0.0,0.0,2020,0.45,0.1604166666666666,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
HAROLD,1470,2020,18.50975228182423,134.93611964280166,240.0,195.0,0.0014222207112376,2020,2.4833333333333334,1.2833333333333334,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
YASA,1470,2020,16.06492895579608,146.5840390456042,240.0,47.0,0.0003427916586059,2020,1.2916666666666667,0.3875,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
ANA,1470,2021,26.52168169824056,19.304256242846797,240.0,248.0,0.0018087730071124,2021,5.8500000000000005,3.439583333333333,177.95E_-17.55N,86.0,240,1470,0,0.0,572.1234567901234,82.14699644422402
TOMAS,1471,2010,17.386024808078037,172.29425256128488,0.0,0.0,0.0,2010,0.2166666666666666,0.0625,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
EVAN,1471,2012,40.03659765240042,70.05294647617606,670.0,437.6666666666667,0.008911266252727,2012,1.2166666666666666,0.31875,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
WINSTON,1471,2016,82.31340937566368,21.599051334964,670.0,7735.0,0.1574911907041359,2016,0.0,0.0,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
GITA,1471,2018,0.0,366.1326958151151,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
SARAI,1471,2019,22.802641110577337,195.98876305421436,670.0,11.333333333333334,0.000230756323376,2019,6.408333333333334,3.372916666666667,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
TINO,1471,2020,0.0,312.079389627104,670.0,0.0,0.0,2020,0.4583333333333333,0.1875,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
HAROLD,1471,2020,19.87919809550478,125.13461013394586,670.0,195.0,0.0039703661522051,2020,2.6166666666666667,1.03125,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
YASA,1471,2020,15.0002881849298,156.51929717922243,670.0,47.0,0.0009569600469417,2020,1.0833333333333333,0.3875,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
ANA,1471,2021,26.51491874027619,21.231798468738035,670.0,248.0,0.0050494913115223,2021,6.091666666666666,2.7770833333333336,177.95E_-17.65N,86.0,670,1471,0,0.0,696.3055555555555,79.26911901416948
TOMAS,1472,2010,17.170055808367316,172.63106358192096,0.0,0.0,0.0,2010,0.0999999999999999,0.0395833333333333,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
EVAN,1472,2012,37.05877141046408,76.77332219090151,457.0,437.6666666666667,0.0060782816082033,2012,0.8833333333333334,0.225,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
WINSTON,1472,2016,72.87744167285415,32.67922614225131,457.0,7735.0,0.1074230957489404,2016,0.0,0.0,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
GITA,1472,2018,0.0,355.14291504489904,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
SARAI,1472,2019,23.70073362945965,185.5500654238983,457.0,11.333333333333334,0.0001573964772878,2019,7.0,3.672916666666667,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
TINO,1472,2020,0.0,322.586027593069,457.0,0.0,0.0,2020,0.4916666666666667,0.1916666666666666,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
HAROLD,1472,2020,21.569760433516773,115.3331006250904,457.0,195.0,0.0027081452709816,2020,2.7,1.0645833333333334,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
YASA,1472,2020,14.029551483979626,166.4545553128404,457.0,47.0,0.0006527324499289,2020,0.7916666666666666,0.3041666666666666,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
ANA,1472,2021,27.69942695800417,23.09831847262714,457.0,248.0,0.00344420526771,2021,7.150000000000001,2.8854166666666665,177.95E_-17.75N,86.0,457,1472,0,0.0,687.0262345679013,81.42627211042264
TOMAS,1473,2010,17.273239686573785,172.96787460255703,0.0,0.0,0.0,2010,0.0,0.0,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
EVAN,1473,2012,35.16974471159404,83.4936979056267,0.0,0.0,0.0,2012,0.6083333333333333,0.1520833333333333,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
WINSTON,1473,2016,61.9705683644797,43.75940094953823,119.0,907.0,0.0047282269736651,2016,0.0,0.0,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
GITA,1473,2018,0.0,344.1531342746834,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
SARAI,1473,2019,24.679362606277827,175.1113677935826,119.0,3.4,1.7724334851666616e-05,2019,6.308333333333333,4.004166666666666,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
TINO,1473,2020,0.0,333.0926655590336,119.0,0.0,0.0,2020,0.475,0.1729166666666667,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
HAROLD,1473,2020,23.49394646897579,105.53159111623532,119.0,123.0,0.0006412038784573,2020,3.2000000000000006,1.4916666666666665,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
YASA,1473,2020,13.140435165112818,176.389813446458,0.0,0.0,0.0,2020,0.425,0.15625,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
ANA,1473,2021,27.92414997555336,24.83265252256962,119.0,119.0,0.0006203517198083,2021,5.608333333333333,2.239583333333333,177.95E_-17.85N,85.4,119,1473,0,0.0,673.6905864197531,79.59288602498923
TOMAS,1474,2010,17.405269182893267,173.30468562319314,0.0,0.0,0.0,2010,0.0166666666666666,0.0041666666666666,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
EVAN,1474,2012,33.73172936620212,89.96798609663757,0.0,0.0,0.0,2012,0.6083333333333333,0.1520833333333333,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
WINSTON,1474,2016,53.08267086910696,54.83957575682553,170.0,41.0,0.01368746732289,2016,0.0,0.0,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
GITA,1474,2018,0.0,333.1633535044673,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
SARAI,1474,2019,25.708040285106502,164.67267016326653,170.0,3.4,0.0011350582658006,2019,6.241666666666667,4.422916666666667,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
TINO,1474,2020,0.0,343.59930352499856,170.0,0.0,0.0,2020,0.2333333333333333,0.1416666666666666,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
HAROLD,1474,2020,25.70764123538459,95.73008160737989,170.0,55.0,0.0183612366526574,2020,2.5416666666666665,1.3604166666666666,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
YASA,1474,2020,12.32289570829026,186.3250715800759,0.0,0.0,0.0,2020,0.4666666666666666,0.1645833333333333,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
ANA,1474,2021,27.9621565661319,26.56698657251216,170.0,40.0,0.0133536266564781,2021,3.9416666666666655,1.6666666666666667,177.95E_-17.95N,78.4,170,1474,0,0.0,532.9969135802469,80.8232503174307
TOMAS,1476,2010,17.45307376986094,173.56213550551095,0.0,0.0,0.0,2010,0.0833333333333333,0.0208333333333333,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
EVAN,1476,2012,32.03719516604328,96.42045149587668,0.0,0.0,0.0,2012,0.8833333333333334,0.2208333333333333,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
WINSTON,1476,2016,40.59505371908211,76.99992537140015,17.0,41.0,0.001368746732289,2016,0.0,0.0,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
GITA,1476,2018,0.0,311.18379196403515,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
SARAI,1476,2019,27.905048654747105,143.79527490263442,17.0,3.4,0.00011350582658,2019,5.433333333333334,3.908333333333333,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
TINO,1476,2020,0.0,364.6125794569285,17.0,0.0,0.0,2020,1.0166666666666668,0.5270833333333333,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
HAROLD,1476,2020,31.33239798939262,76.127062589669,17.0,55.0,0.0018361236652657,2020,2.725,1.9729166666666669,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
YASA,1476,2020,10.870752948506611,206.19558784731177,0.0,0.0,0.0,2020,1.4416666666666669,0.6291666666666667,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
ANA,1476,2021,27.420920913585984,32.05957751969966,17.0,40.0,0.0013353626656478,2021,3.4166666666666665,1.475,177.95E_-18.15N,78.4,17,1476,0,0.0,0.0,0.0
TOMAS,1477,2010,17.36741738273242,173.2449514837537,0.0,0.0,0.0,2010,0.0083333333333333,0.0020833333333333,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
EVAN,1477,2012,32.358493461950225,97.34629093986204,0.0,0.0,0.0,2012,0.425,0.1125,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
WINSTON,1477,2016,36.13942642717149,88.08010017868746,573.0,38.0,0.0956976912833089,2016,0.0,0.0,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
GITA,1477,2018,13.78143145854005,300.1940111938191,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
SARAI,1477,2019,29.06739904323331,133.3565772723184,573.0,3.4,0.0085624250095592,2019,6.216666666666668,4.575,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
TINO,1477,2020,0.0,375.1192174228935,573.0,0.0,0.0,2020,2.0,0.93125,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
HAROLD,1477,2020,34.98771279428481,66.32555308081353,573.0,71.0,0.1788035810819719,2020,2.558333333333333,2.1416666666666666,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
YASA,1477,2020,10.223420352448452,216.13175517141605,0.0,0.0,0.0,2020,1.4583333333333333,0.5354166666666667,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
ANA,1477,2021,27.157639402278125,36.35863974024147,573.0,63.0,0.1586566987065385,2021,2.275,1.18125,177.95E_-18.25N,78.4,573,1477,1,35025.729122445366,0.0,0.0
TOMAS,1478,2010,17.211380685551987,172.92776746199647,0.0,0.0,0.0,2010,0.0166666666666666,0.0041666666666666,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
EVAN,1478,2012,32.545209859233566,98.2715734676403,0.0,0.0,0.0,2012,0.2583333333333333,0.0708333333333333,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
WINSTON,1478,2016,32.47043567918777,99.16027498597477,120.0,38.0,0.0200414013158762,2016,0.0,0.0,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
GITA,1478,2018,14.452781879167969,289.20423042360306,0.0,0.0,0.0,2018,0.0,0.0,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
SARAI,1478,2019,30.26164120135865,122.91787964200228,120.0,3.4,0.0017931780124731,2019,7.216666666666666,5.0,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
TINO,1478,2020,0.0,385.6258553888585,120.0,0.0,0.0,2020,2.2,1.1479166666666667,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
HAROLD,1478,2020,39.44312522309917,56.52404357195809,120.0,71.0,0.0374457761428213,2020,1.7333333333333334,1.1875,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
YASA,1478,2020,9.621706317809052,225.53282368828263,0.0,0.0,0.0,2020,2.433333333333333,0.6916666666666668,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
ANA,1478,2021,26.01916771477812,40.65770196078331,120.0,63.0,0.0332265337605316,2021,1.325,0.7666666666666666,177.95E_-18.35N,78.4,120,1478,1,8855.57442762293,0.0,0.0
TOMAS,1486,2010,20.64841001918173,154.104832046155,443.0,55.25,0.0869691513261278,2010,0.0083333333333333,0.0041666666666666,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
EVAN,1486,2012,31.674849371219672,88.61409632136058,0.0,0.0,0.0,2012,0.0916666666666666,0.0291666666666666,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
WINSTON,1486,2016,17.166480793642624,187.87643174397343,443.0,0.0,0.0,2016,0.025,0.00625,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
GITA,1486,2018,21.499081511461085,201.28598426187452,0.0,0.0,0.0,2018,0.2166666666666666,0.0604166666666666,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
SARAI,1486,2019,33.78531164307356,44.68564072262278,443.0,6.5,0.0102316648618973,2019,9.166666666666666,6.658333333333334,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
TINO,1486,2020,0.0,469.5914593726205,443.0,0.0,0.0,2020,0.4083333333333334,0.1270833333333333,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
HAROLD,1486,2020,40.439095477077785,23.83683660852705,443.0,1578.0,2.483933408011399,2020,2.433333333333333,1.06875,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
YASA,1486,2020,3.942170017372034,297.38678915136643,0.0,0.0,0.0,2020,0.6,0.3708333333333333,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
ANA,1486,2021,28.164208842209177,54.19876040748226,443.0,3.0,0.0047223068593372,2021,0.4416666666666666,0.21875,177.95E_-19.15N,71.4,443,1486,1,32026.55027549077,0.0,0.0
TOMAS,1569,2010,19.829073148403143,162.96143078027876,0.0,0.0,0.0,2010,0.5,0.14375,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
EVAN,1569,2012,43.18947335654695,56.16632411053294,927.0,437.6666666666667,0.2027763502311126,2012,0.925,0.2875,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
WINSTON,1569,2016,71.04395105727228,10.82794604988089,927.0,3570.0,1.6540249131570572,2016,0.0249999999999999,0.0062499999999999,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
GITA,1569,2018,0.0,397.56102754071145,0.0,0.0,0.0,2018,0.0083333333333333,0.0020833333333333,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
SARAI,1569,2019,20.08102191397949,231.10823494058764,927.0,11.333333333333334,0.0052508727401811,2019,5.891666666666667,2.4125,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
TINO,1569,2020,7.601129879713205,276.9480136081076,927.0,0.0,0.0,2020,0.975,0.3666666666666667,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
HAROLD,1569,2020,16.00881296699313,159.77005744671246,927.0,50.0,0.0231656150302108,2020,3.1749999999999994,1.5270833333333331,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
YASA,1569,2020,18.390840492008127,121.74132549563888,927.0,25.0,0.0115828075151054,2020,1.7416666666666665,0.55625,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
ANA,1569,2021,29.74641254621733,4.008076720783311,927.0,49.0,0.0227023027296066,2021,9.916666666666666,4.102083333333334,178.05E_-17.35N,73.0,927,1569,1,41212.44137337495,170.570987654321,76.06827860096155
TOMAS,1570,2010,19.30126499084296,161.9441841277182,0.0,0.0,0.0,2010,0.5583333333333333,0.15,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
EVAN,1570,2012,41.70222386260779,63.71243085837663,938.0,437.6666666666667,0.2051825420893027,2012,1.25,0.4729166666666666,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
WINSTON,1570,2016,73.43815624246898,0.2522287574064207,938.0,3570.0,1.6736519617489964,2016,0.0166666666666666,0.0041666666666666,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
GITA,1570,2018,0.0,386.5417500877987,0.0,0.0,0.0,2018,0.0,0.0,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
SARAI,1570,2019,20.87826350782857,220.66953731027155,938.0,11.333333333333334,0.0053131808309491,2019,5.858333333333333,2.677083333333333,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
TINO,1570,2020,7.273089875710324,287.4546515740726,938.0,0.0,0.0,2020,0.8083333333333332,0.325,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
HAROLD,1570,2020,17.011057723033318,149.96854793785704,938.0,50.0,0.0234405036659523,2020,3.0,1.4,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
YASA,1570,2020,17.114025282461675,131.6765836292568,938.0,25.0,0.0117202518329761,2020,1.125,0.4354166666666666,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
ANA,1570,2021,28.70755768728788,6.4352021942048765,938.0,49.0,0.0229716935926332,2021,9.166666666666666,4.260416666666667,178.05E_-17.45N,73.0,938,1570,1,2109.468020177332,257.61805555555554,79.89116014264552
TOMAS,1571,2010,18.746864220717875,161.1907488687289,0.0,0.0,0.0,2010,0.725,0.1916666666666666,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
EVAN,1571,2012,39.65363606961751,71.25853760622057,0.0,0.0,0.0,2012,1.625,0.5020833333333333,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
WINSTON,1571,2016,79.15019336374607,11.332403564694124,259.0,907.0,0.010290846942683,2016,0.0166666666666666,0.0041666666666666,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
GITA,1571,2018,0.0,375.52781881326695,0.0,0.0,0.0,2018,0.0,0.0,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
SARAI,1571,2019,21.713318900206257,210.23083967995515,259.0,3.4,3.857649350068617e-05,2019,5.7250000000000005,2.8375000000000004,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
TINO,1571,2020,5.70686687900405,297.961289540038,259.0,0.0,0.0,2020,1.425,0.4416666666666666,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
HAROLD,1571,2020,18.342363831675517,140.16703842900128,259.0,123.0,0.0013955613825248,2020,2.525,1.21875,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
YASA,1571,2020,15.959969326508409,141.6118417628751,0.0,0.0,0.0,2020,0.875,0.2875,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
ANA,1571,2021,25.986176213365937,8.362744420096115,259.0,119.0,0.001350177272524,2021,6.825,3.6875,178.05E_-17.55N,85.4,259,1571,0,0.0,564.6118827160494,82.71329869038033
TOMAS,1572,2010,18.4558142851136,161.18935912026691,0.0,0.0,0.0,2010,0.4416666666666666,0.1125,178.05E_-17.65N,85.4,146,1572,0,0.0,645.9112654320987,81.0743454600424
EVAN,1572,2012,37.32045219437343,78.80464435406452,0.0,0.0,0.0,2012,1.3583333333333332,0.4375,178.05E_-17.65N,85.4,146,1572,0,0.0,645.9112654320987,81.0743454600424
WINSTON,1572,2016,77.01478744889553,22.41257837198183,146.0,907.0,0.00580101796769,2016,0.0,0.0,178.05E_-17.65N,85.4,146,1572,0,0.0,645.9112654320987,81.0743454600424
