index,typhoon_name,typhoon_year,event_level,grid_point_id,total_buildings_damaged,total_pop_affected,total_buildings,total_pop,perc_dmg_grid,perc_aff_pop_grid,track_id,wind_speed,track_distance,rainfall_max_6h,rainfall_max_24h,with_coast,coast_length,mean_elev,mean_slope,IWI
22,IRMA,2017,ADM1,899,15025.980805924051,40092.0,0.0,0.0,0.0,0.0,2017242N16333,28.35657372661736,213.29553184062792,5.025,2.05625,1,668.7424704285302,0.0081491087391901,0.0047111257446156,33.4
23,LAURA,2020,ADM1,899,16556.23820467163,44175.0,0.0,0.0,0.0,0.0,2020233N14313,15.944769407683602,52.62914207546672,6.491666666666667,2.4250000000000003,1,668.7424704285302,0.0081491087391901,0.0047111257446156,33.4
24,ELSA,2021,ADM1,899,0.0,0.0,0.0,0.0,0.0,0.0,2021182N09317,6.084239165633729,236.8089067899543,6.508333333333333,1.6354166666666667,1,668.7424704285302,0.0081491087391901,0.0047111257446156,33.4
25,LILI,2002,ADM1,1333,93.69687721942066,250.0,0.0,0.0,0.0,0.0,2002265N10315,4.988052585246483,299.5585574025925,3.108333333333333,1.1770833333333333,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
26,IVAN,2004,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2004247N10332,0.0,330.4120269209195,4.233333333333333,3.04375,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
27,JEANNE,2004,ADM1,1333,0.0,0.0,0.0,0.0,0.0,0.0,2004258N16300,14.18457050958476,214.10058179001268,2.9333333333333336,1.3229166666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
28,DENNIS,2005,ADM1,1333,5664.073219081733,15036.0,0.0,0.0,0.0,0.0,2005186N12299,12.908132134446106,241.53879101575276,3.5666666666666664,2.120833333333333,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
29,EMILY,2005,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2005192N11318,0.0,382.209161077748,2.658333333333333,1.0145833333333334,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
30,STAN,2005,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2005275N19274,0.0,1530.5409448635169,1.625,0.5333333333333333,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
31,ALPHA,2005,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2005296N16293,13.672600849488896,45.6727449738843,9.258333333333336,2.7125000000000004,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
32,ERNESTO,2006,ADM1,1333,0.0,0.0,0.0,0.0,0.0,0.0,2006237N13298,10.677843049960355,158.8765946694426,8.466666666666667,6.102083333333334,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
33,DEAN,2007,ADM1,1333,1486.4072602088893,3966.0,0.0,0.0,0.0,0.0,2007225N12331,14.234900694353527,196.22164746319763,9.408333333333331,4.229166666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
34,NOEL,2007,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2007297N18300,14.783811559043038,58.179740777138605,7.416666666666667,4.872916666666666,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
35,OLGA,2007,ADM1,1333,0.0,0.0,0.0,0.0,0.0,0.0,2007345N18298,9.709342107929713,116.57277726918484,2.891666666666667,1.1541666666666666,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
36,FAY,2008,ADM1,1333,82.45325195309019,220.0,0.0,0.0,0.0,0.0,2008229N18293,9.2218879215057,77.5128889752436,22.85833333333333,8.072916666666666,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
37,GUSTAV,2008,ADM1,1333,27917.691947485604,73006.0,0.0,0.0,0.0,0.0,2008238N13293,21.579628015619445,63.96410854958209,10.8,6.737500000000001,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
38,HANNA,2008,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2008241N19303,13.64445709592035,246.557032877435,17.474999999999998,5.706250000000001,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
39,IKE,2008,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2008245N17323,0.0,332.377334681568,4.375,1.725,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
40,TOMAS,2010,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2010302N09306,7.3586060712995485,293.3150459794063,6.883333333333334,4.016666666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
41,EMILY,2011,ADM1,1333,0.0,0.0,0.0,0.0,0.0,0.0,2011214N15299,10.460827465144888,91.95154489111296,8.008333333333333,3.922916666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
42,IRENE,2011,ADM1,1333,0.0,0.0,0.0,0.0,0.0,0.0,2011233N15301,9.408133247561928,295.4202576835188,3.8250000000000006,1.1625,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
43,ISAAC,2012,ADM1,1333,3017.6533835637456,8007.0,0.0,0.0,0.0,0.0,2012234N16315,24.91727317494411,51.29179149744078,14.925,7.727083333333334,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
44,SANDY,2012,ADM1,1333,75743.918391995,201850.0,0.0,0.0,0.0,0.0,2012296N14283,0.0,503.1875771890655,14.933333333333332,6.360416666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
45,ERIKA,2015,ADM2,1333,0.0,0.0,0.0,0.0,0.0,0.0,2015237N14315,0.0,364.5199224115548,19.23333333333333,6.085416666666667,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
46,MATTHEW,2016,ADM1,1333,772005.21002884,2100439.0,0.0,0.0,0.0,0.0,2016273N13300,14.48562375920446,273.55420770129894,6.333333333333333,4.277083333333333,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
47,IRMA,2017,ADM1,1333,15025.980805924051,40092.0,0.0,0.0,0.0,0.0,2017242N16333,0.0,327.4664745322945,4.275,1.1895833333333334,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
48,LAURA,2020,ADM1,1333,16556.23820467163,44175.0,0.0,0.0,0.0,0.0,2020233N14313,9.820393163764663,75.48332731636062,35.64166666666667,17.472916666666666,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
49,ELSA,2021,ADM1,1333,1.130102398061,3.0,0.0,0.0,0.0,0.0,2021182N09317,12.951551889923488,109.0244996311178,4.325,1.5479166666666666,1,5457.737332345861,4.050314224108163,0.5285975950729352,36.7
50,LILI,2002,ADM1,571,93.69687721942066,250.0,0.0,0.0,0.0,0.0,2002265N10315,11.812894594496962,203.80128162124905,2.783333333333333,1.6499999999999997,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
51,IVAN,2004,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2004247N10332,12.790957233230088,295.1056056980034,2.933333333333333,2.25625,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
52,JEANNE,2004,ADM1,571,0.0,0.0,0.0,0.0,0.0,0.0,2004258N16300,9.431442953839325,232.64771516187264,2.775,0.7604166666666666,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
53,DENNIS,2005,ADM1,571,5664.073219081733,15036.0,0.0,0.0,0.0,0.0,2005186N12299,16.950464973433334,181.3672082838525,3.083333333333333,1.60625,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
54,EMILY,2005,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2005192N11318,0.0,389.7588124280191,0.2833333333333332,0.1270833333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
55,STAN,2005,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2005275N19274,0.0,1327.935331315987,1.6416666666666666,0.45625,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
56,ALPHA,2005,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2005296N16293,7.728042138725336,115.37515114265724,2.6666666666666665,1.0020833333333334,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
57,ERNESTO,2006,ADM1,571,5582.477383955352,15000.0,0.0,0.0,0.0,0.0,2006237N13298,14.10662837156254,99.15710838173084,5.141666666666667,2.66875,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
58,DEAN,2007,ADM1,571,1486.4072602088893,3966.0,0.0,0.0,0.0,0.0,2007225N12331,19.68626432633609,216.5722443912183,2.083333333333333,0.9458333333333332,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
59,NOEL,2007,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2007297N18300,9.65250171594706,97.95482646828718,4.841666666666667,3.23125,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
60,OLGA,2007,ADM1,571,0.0,0.0,0.0,0.0,0.0,0.0,2007345N18298,8.831553155068605,50.24374261126208,2.3416666666666663,0.8500000000000001,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
61,FAY,2008,ADM1,571,82.45325195309019,220.0,0.0,0.0,0.0,0.0,2008229N18293,10.046975733447244,25.694838851739288,7.225,3.3541666666666665,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
62,GUSTAV,2008,ADM1,571,27917.691947485604,73006.0,0.0,0.0,0.0,0.0,2008238N13293,19.199494635279414,3.512217945141157,3.4666666666666663,2.435416666666667,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
63,HANNA,2008,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2008241N19303,14.512785750940743,218.3965476738462,32.050000000000004,9.758333333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
64,IKE,2008,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2008245N17323,13.344643022998907,260.607891909232,2.841666666666667,1.4541666666666668,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
65,TOMAS,2010,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2010302N09306,17.193161599454164,102.374410506252,12.341666666666669,4.716666666666667,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
66,EMILY,2011,ADM1,571,0.0,0.0,0.0,0.0,0.0,0.0,2011214N15299,10.058847519685637,53.53640330508716,0.1166666666666666,0.0708333333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
67,IRENE,2011,ADM1,571,0.0,0.0,0.0,0.0,0.0,0.0,2011233N15301,0.0,319.2525818675307,1.1416666666666666,0.4312499999999999,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
68,ISAAC,2012,ADM1,571,3017.6533835637456,8007.0,0.0,0.0,0.0,0.0,2012234N16315,21.33814668088883,53.56326792319766,4.758333333333334,2.2645833333333334,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
69,SANDY,2012,ADM1,571,75743.918391995,201850.0,0.0,0.0,0.0,0.0,2012296N14283,10.6380587387783,292.4164848162303,6.283333333333334,4.872916666666667,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
70,ERIKA,2015,ADM2,571,0.0,0.0,0.0,0.0,0.0,0.0,2015237N14315,0.0,573.0543450563173,0.7083333333333334,0.1770833333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
71,MATTHEW,2016,ADM1,571,772005.21002884,2100439.0,0.0,0.0,0.0,0.0,2016273N13300,41.023192144894665,72.21533905028444,11.975,6.0875,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
72,IRMA,2017,ADM1,571,15025.980805924051,40092.0,0.0,0.0,0.0,0.0,2017242N16333,0.0,320.5577282670833,0.7166666666666668,0.3333333333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
73,LAURA,2020,ADM1,571,16556.23820467163,44175.0,0.0,0.0,0.0,0.0,2020233N14313,12.233284877503872,57.8096743592265,10.941666666666668,4.189583333333333,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
74,ELSA,2021,ADM1,571,1.130102398061,3.0,0.0,0.0,0.0,0.0,2021182N09317,10.184131301998478,131.4764005342253,4.016666666666667,1.0041666666666669,1,1363.143498273032,0.0159989564229863,0.0099328184558465,28.7
75,LILI,2002,ADM1,694,93.69687721942066,250.0,0.0,0.0,0.0,0.0,2002265N10315,10.16387270567674,246.55704911008223,1.3333333333333333,0.5583333333333333,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
76,IVAN,2004,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2004247N10332,0.0,340.1785535114749,9.408333333333331,2.8479166666666664,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
77,JEANNE,2004,ADM1,694,0.0,0.0,0.0,0.0,0.0,0.0,2004258N16300,11.199419281081148,186.72669359133965,0.1916666666666666,0.1395833333333333,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
78,DENNIS,2005,ADM1,694,5664.073219081733,15036.0,0.0,0.0,0.0,0.0,2005186N12299,13.6601404351766,228.36398122967745,4.75,2.15,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
79,EMILY,2005,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2005192N11318,0.0,431.762668174125,3.9,1.0666666666666669,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
80,STAN,2005,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2005275N19274,0.0,1360.9861673367152,6.458333333333333,1.6729166666666666,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
81,ALPHA,2005,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2005296N16293,9.524445863855313,71.94382275951702,7.041666666666667,2.275,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
82,ERNESTO,2006,ADM1,694,5582.477383955352,15000.0,0.0,0.0,0.0,0.0,2006237N13298,11.62678973892546,145.7420961426901,5.7250000000000005,2.5229166666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
83,DEAN,2007,ADM1,694,1486.4072602088893,3966.0,0.0,0.0,0.0,0.0,2007225N12331,16.19071830806215,256.6084098875933,1.375,0.59375,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
84,NOEL,2007,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2007297N18300,10.320939271641436,56.071495907259774,7.475,4.579166666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
85,OLGA,2007,ADM1,694,0.0,0.0,0.0,0.0,0.0,0.0,2007345N18298,10.007467407643938,17.426683285769546,1.4,0.575,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
86,FAY,2008,ADM1,694,82.45325195309019,220.0,0.0,0.0,0.0,0.0,2008229N18293,11.098023787911542,11.086583071191258,5.666666666666667,2.4291666666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
87,GUSTAV,2008,ADM1,694,27917.691947485604,73006.0,0.0,0.0,0.0,0.0,2008238N13293,18.63187730750229,38.64738719613637,3.4500000000000006,2.222916666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
88,HANNA,2008,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2008241N19303,16.807329400016183,172.12320160680505,6.75,3.9104166666666655,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
89,IKE,2008,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2008245N17323,15.183619616551564,227.58985450434295,3.25,1.2729166666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
90,TOMAS,2010,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2010302N09306,16.24512632299898,108.3888578053547,8.208333333333334,4.075,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
91,EMILY,2011,ADM1,694,0.0,0.0,0.0,0.0,0.0,0.0,2011214N15299,11.041049631891813,99.80763570143384,0.525,0.1999999999999999,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
92,IRENE,2011,ADM1,694,0.0,0.0,0.0,0.0,0.0,0.0,2011233N15301,13.06549707716406,273.9424446179022,0.525,0.2770833333333333,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
93,ISAAC,2012,ADM1,694,3017.6533835637456,8007.0,0.0,0.0,0.0,0.0,2012234N16315,22.566005669843197,6.432893172325545,4.191666666666666,2.6625,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
94,SANDY,2012,ADM1,694,75743.918391995,201850.0,0.0,0.0,0.0,0.0,2012296N14283,7.987837818917949,314.87471371240457,5.133333333333334,4.09375,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
95,ERIKA,2015,ADM2,694,0.0,0.0,0.0,0.0,0.0,0.0,2015237N14315,0.0,548.6249557413929,3.783333333333333,0.9791666666666666,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
96,MATTHEW,2016,ADM1,694,772005.21002884,2100439.0,0.0,0.0,0.0,0.0,2016273N13300,31.3408983205176,105.54533905028096,8.825000000000001,5.535416666666666,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
97,IRMA,2017,ADM1,694,15025.980805924051,40092.0,0.0,0.0,0.0,0.0,2017242N16333,23.180008200738044,283.7947436980817,2.4,0.7041666666666666,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
98,LAURA,2020,ADM1,694,16556.23820467163,44175.0,0.0,0.0,0.0,0.0,2020233N14313,13.826870887284052,16.054292894455763,7.708333333333333,3.03125,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
99,ELSA,2021,ADM1,694,1.130102398061,3.0,0.0,0.0,0.0,0.0,2021182N09317,8.392141457255551,171.02855017849183,2.425,0.6166666666666667,1,3892.5283562155305,0.0205415857766591,0.0155410885444042,53.1
100,LILI,2002,ADM1,948,93.69687721942066,250.0,0.0,0.0,0.0,0.0,2002265N10315,9.028948087153656,301.09932188929525,1.425,0.8291666666666666,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
101,IVAN,2004,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2004247N10332,0.0,353.17931320635125,3.7916666666666665,2.075,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
102,JEANNE,2004,ADM1,948,0.0,0.0,0.0,0.0,0.0,0.0,2004258N16300,13.317478722218551,175.93102537756192,2.0166666666666666,0.5625,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
103,DENNIS,2005,ADM1,948,5664.073219081733,15036.0,0.0,0.0,0.0,0.0,2005186N12299,13.113047287799564,264.83138827452444,9.341666666666669,3.16875,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
104,EMILY,2005,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2005192N11318,0.0,430.4452872874908,2.308333333333333,0.6541666666666667,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
105,STAN,2005,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2005275N19274,0.0,1427.7320932154466,5.375,1.3604166666666666,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
106,ALPHA,2005,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2005296N16293,13.633594076899522,31.34616702573938,7.308333333333333,2.41875,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
107,ERNESTO,2006,ADM1,948,5582.477383955352,15000.0,0.0,0.0,0.0,0.0,2006237N13298,9.322251097092687,165.11376897818704,3.491666666666667,2.0479166666666666,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
108,DEAN,2007,ADM1,948,1486.4072602088893,3966.0,0.0,0.0,0.0,0.0,2007225N12331,14.114948569733173,250.1976343550487,4.65,1.2145833333333331,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
109,NOEL,2007,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2007297N18300,12.357078710813996,0.6817084516774049,4.0,2.8250000000000006,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
110,OLGA,2007,ADM1,948,0.0,0.0,0.0,0.0,0.0,0.0,2007345N18298,10.017233156574338,40.322809629346175,0.6250000000000001,0.25,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
111,FAY,2008,ADM1,948,82.45325195309019,220.0,0.0,0.0,0.0,0.0,2008229N18293,11.709908443392193,5.328698930370208,4.133333333333334,2.03125,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
112,GUSTAV,2008,ADM1,948,27917.691947485604,73006.0,0.0,0.0,0.0,0.0,2008238N13293,17.05635641870283,54.99160446878919,7.483333333333334,6.262499999999999,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
113,HANNA,2008,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2008241N19303,16.29761085507147,165.72162313868088,5.608333333333333,3.333333333333333,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
114,IKE,2008,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2008245N17323,13.572309700268043,250.03672213689407,2.0916666666666663,0.9145833333333332,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
115,TOMAS,2010,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2010302N09306,12.168109498562794,170.61527063153275,4.383333333333334,2.7062500000000003,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
116,EMILY,2011,ADM1,948,0.0,0.0,0.0,0.0,0.0,0.0,2011214N15299,10.48759797985372,117.44047939417804,0.9333333333333336,0.4083333333333334,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
117,IRENE,2011,ADM1,948,0.0,0.0,0.0,0.0,0.0,0.0,2011233N15301,12.95095141247785,266.9631806099769,0.7166666666666667,0.4499999999999999,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
118,ISAAC,2012,ADM1,948,3017.6533835637456,8007.0,0.0,0.0,0.0,0.0,2012234N16315,24.24854236091637,28.796041908770768,6.191666666666667,4.008333333333333,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
119,SANDY,2012,ADM1,948,75743.918391995,201850.0,0.0,0.0,0.0,0.0,2012296N14283,0.0,385.04758354565104,4.25,3.114583333333333,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
120,ERIKA,2015,ADM2,948,0.0,0.0,0.0,0.0,0.0,0.0,2015237N14315,0.0,478.4401477139809,8.966666666666667,2.408333333333333,1,2577.9407544609207,0.3086379017963336,0.0832668858290298,53.1
