index,grid_point_id,IWI,total_buildings,with_coast,coast_length,mean_elev,mean_slope
0,899,33.4,0.0,1,668.7424704285302,0.0081491087391901,0.0047111257446156
25,1333,36.7,0.0,1,5457.737332345861,4.050314224108163,0.5285975950729352
50,571,28.7,0.0,1,1363.143498273032,0.0159989564229863,0.0099328184558465
75,694,53.1,0.0,1,3892.5283562155305,0.0205415857766591,0.0155410885444042
100,948,53.1,0.0,1,2577.9407544609207,0.3086379017963336,0.0832668858290298
125,445,28.7,1.0,1,5629.354663893207,0.1675631709394495,0.1047784248245678
150,780,53.1,1.0,1,250.5049176095588,0.0,5.4632748127653226e-05
175,1316,41.9,6.0,1,14254.620432134268,1.1257587035090275,0.2052432521188066
200,1274,41.9,18.0,1,15859.537819967856,1.2606717259689535,0.4557766256013996
225,1414,53.1,27.0,1,1593.112998446437,605.9055869737034,15.723595007711728
250,643,32.7,65.0,1,6256.006270506183,1.323493527520507,0.1548977201007512
275,942,33.4,75.0,1,34404.65905829667,1.2369840624304602,0.6870020708481365
300,907,53.1,84.0,1,3388.8445546812454,0.0916045763921394,0.035257236368515
325,726,32.7,100.0,1,1567.7370486364891,0.037584119213327,0.0151764568654035
350,1232,41.9,116.0,1,32168.909771054703,0.74126963421091,0.3427602863794016
375,323,30.8,140.0,1,4307.520924430258,0.1431388648030632,0.048459421531737
400,903,33.4,166.0,1,8887.829649985688,9.427321767021432,0.6825895289324053
425,619,30.8,201.0,1,8928.46709283063,0.4920542353112698,0.2024785643478411
450,235,28.7,255.0,1,6394.768384816004,2.45835283645767,0.366520936763837
475,810,32.7,259.0,1,13871.807340759033,12.728125167854758,1.6907531451185918
500,1328,53.1,306.0,1,3481.787430067905,136.14764312735477,9.627593595813414
525,1290,36.7,355.0,1,10183.7247648786,13.34051304087599,1.4818503445338818
550,572,28.7,376.0,1,57811.67436292616,28.410187153260026,3.631484469118561
575,281,30.8,389.0,1,8829.81107496186,0.7909316226855226,0.1668926361398009
600,851,32.7,424.0,1,15876.246445411858,16.28185787401877,1.179708901481726
625,1105,41.9,538.0,1,6190.745140490419,0.2125674296544686,0.0997615233490765
650,576,30.8,567.0,1,6465.4558750378,0.1172642935520752,0.0723918757577443
675,1369,32.0,603.0,1,2815.279919238182,1320.4993209076051,20.396852771234105
700,771,32.7,629.0,1,13305.708976076605,104.5231083248287,4.896651345523745
725,535,30.8,634.0,1,12009.980775728734,1.193123134414254,0.3060498511847668
750,645,32.7,685.0,1,9898.81298438624,50.15447241810606,3.008322238933096
775,786,30.8,693.0,1,5529.753764896122,0.5269680251072352,0.093084178621922
800,820,53.1,752.0,1,10943.651296334603,7.378856822768395,0.5575042826942703
825,644,32.7,777.0,1,15663.023427135227,151.28897107910467,4.0684319871701415
850,852,32.7,868.0,1,13614.210920246089,18.52056844253804,2.14222453595353
875,529,28.7,937.0,1,17125.554686492687,32.26414775822776,1.8985537394203544
900,238,28.7,1020.0,1,13223.504976059174,86.74620360494471,6.070587242271007
925,1038,36.7,1123.0,1,11351.359462092409,28.70840463164033,1.8134230812762333
950,737,53.1,1143.0,1,13215.178916652994,33.220900699043135,1.3194644138319995
975,1288,53.1,1158.0,0,0.0,1922.1862554768609,20.71517445384857
1000,768,32.7,1170.0,1,13012.344827869898,19.140928937009384,1.29764677220095
1025,1358,41.9,1210.0,1,5138.699974167608,2.582269933471965,1.0636080811994997
1050,1332,36.7,1247.0,1,12320.478914056432,249.2061448270041,10.240126303512096
1075,996,36.7,1262.0,1,13237.906706524189,17.47392208469855,1.7572715880403005
1100,977,32.7,1285.0,1,10488.05895204701,29.505160334865447,1.6108539203198258
1125,736,53.1,1399.0,1,15579.50022940096,75.11363479408537,2.4499207725539245
1150,698,28.7,1420.0,1,9358.84422833988,2.185050759279011,0.2775976602964986
1175,778,53.1,1683.0,1,12250.113481388047,63.05383629652934,1.967845502643473
1200,729,32.7,1726.0,1,14340.872863410415,167.59464706378864,5.607660123848037
1225,822,53.1,1746.0,1,14056.127297814208,82.01700416663469,3.609191918416832
1250,898,33.4,1772.0,1,13420.008988958976,149.81459626614284,8.847643511022783
1275,408,30.8,1789.0,1,6462.739113728758,1.6389300266265605,0.319840708231981
1300,1407,32.0,1892.0,1,1418.522750421711,403.3978790831869,8.505580451347058
1325,989,53.1,1894.0,1,6927.5848697150805,11.062844821632735,1.0062678165836665
1350,685,32.7,2156.0,1,23188.245089839987,65.41918800500304,1.997733960758435
1375,321,28.7,2201.0,0,0.0,586.760867396659,22.96621035750186
1400,828,30.8,2273.0,1,12311.509732792883,6.424774211370385,0.7757851885920151
1425,448,30.8,2305.0,0,0.0,963.5330990400628,23.59246207441625
1450,1319,41.9,2378.0,0,0.0,476.50938068308255,14.957181689827426
1475,1063,41.9,2388.0,1,21351.13259766121,27.585523438279324,2.344528606287552
1500,1363,32.0,2453.0,1,16357.776128504564,645.5316334282272,12.45088569762356
1525,1374,36.7,2521.0,1,22099.95342847729,436.7661773620522,11.11318878001243
1550,614,28.7,2621.0,1,30024.108118816977,9.534725792466295,1.652630931507585
1575,1366,32.0,2643.0,1,13244.903852684924,328.1679084721572,6.947333411345831
1600,1406,32.0,2648.0,1,30432.164296440456,568.6329985190414,17.7600252453557
1625,406,30.8,2667.0,0,0.0,1123.5245278965017,24.821720981269326
1650,686,32.7,2702.0,1,1775.6441995033936,323.68590633896304,6.015735184659418
1675,856,33.4,2782.0,1,14719.516332086963,3.9700662211002062,0.5264421001795566
1700,1321,32.0,2812.0,0,0.0,697.7893816038858,16.17472625286792
1725,364,30.8,2817.0,0,0.0,631.8953890777389,23.80374037952441
1750,940,33.4,2823.0,0,0.0,564.9271798098541,16.887412619608504
1775,451,30.8,2949.0,1,11063.83467310182,5.666999178950438,0.695691252273233
1800,1277,41.9,2998.0,0,0.0,545.8324598491417,15.226937715333676
1825,779,53.1,3051.0,1,12226.911716781238,118.55842880272556,3.137174985228781
1850,280,30.8,3083.0,1,5534.577727679483,380.68542291725817,19.61981568588332
1875,656,28.7,3125.0,1,11639.086163349875,8.19118177423439,1.0683849878377238
1900,279,28.7,3181.0,0,0.0,342.48393582001364,21.20378718702281
1925,864,53.1,3195.0,1,11367.77970433246,282.5344879182941,7.621326378711029
1950,897,33.4,3203.0,0,0.0,443.7727764519916,15.789561927855065
1975,405,28.7,3300.0,0,0.0,834.0059468543059,24.598556640909752
2000,1362,41.9,3360.0,1,19492.49665509958,659.4328542598661,11.219443719738186
2025,1404,41.9,3423.0,1,5967.621022038986,540.8729291518634,11.052653639858503
2050,403,28.7,3530.0,1,12105.911983898846,3.902555996347481,0.789282329785683
2075,743,30.8,3595.0,1,13316.56444672178,125.222258883833,9.370036294994668
2100,277,28.7,3597.0,1,18328.46643526108,43.63142548016053,5.445701863091903
2125,365,30.8,3609.0,1,13769.544863238534,32.22926466187337,3.6298553187897578
2150,577,30.8,3681.0,1,25057.00311443933,3.80255676368352,1.204646483490765
2175,870,36.7,3817.0,1,13249.61439358402,43.15695858687395,3.360924419318452
2200,1318,41.9,3837.0,0,0.0,69.68286001488632,3.854334681286976
2225,855,33.4,3919.0,1,2883.4285649946405,108.292554538409,4.952235729468006
2250,363,28.7,3929.0,0,0.0,796.1400004604017,24.86922483713293
2275,530,28.7,3948.0,1,50378.86179057587,108.7841406987362,7.673197815394295
2300,1234,41.9,3981.0,0,0.0,367.83751659364185,12.815953491762649
2325,616,30.8,3985.0,0,0.0,568.103459918202,20.57206436414699
2350,944,33.4,4021.0,1,15463.258463995991,32.79958717321077,2.273351714228712
2375,1373,36.7,4141.0,1,13751.194461428297,1433.0094766000875,13.733394848105831
2400,954,36.7,4257.0,1,18464.0287780276,33.16113289492868,3.241441325649742
2425,446,28.7,4278.0,1,16375.476711064468,177.56325534641385,10.610916506165545
2450,1278,41.9,4319.0,0,0.0,633.6218030862256,12.764493059445522
2475,658,28.7,4529.0,0,0.0,452.1797024270839,17.642528832651685
2500,531,28.7,4611.0,0,0.0,575.7385455912707,18.59189424574704
